artifact_id,family,condition,seed,arm,epoch,rows,canonical_events,summary_path,summary_sha256,prediction_path,prediction_sha256,ap,auc,macro_f1_at_0_5
frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen,panopticon_pretrained,43,scale_aware_transient_query,5,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/panopticon/summary.json,df038015d3cb24bda3add92bffab80db0cdd82c28cbdb16e3c4bbbb5a1354fe5,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/panopticon/seed_43/scale_aware_transient_query/validation_best_ap_predictions.csv,79896386fa450dc9f5706590d78b288e6d1f0525d5beac8a09380713ed9dc63e,0.6828179775859795,0.7236398052328116,0.6070092794288036
frozen|panopticon_pretrained|seed=43|history_shuffle_train,frozen,panopticon_pretrained,43,history_shuffle_train,5,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/panopticon/summary.json,df038015d3cb24bda3add92bffab80db0cdd82c28cbdb16e3c4bbbb5a1354fe5,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/panopticon/seed_43/history_shuffle_train/validation_best_ap_predictions.csv,589a986987a2d0153856183817c0710976457d8a6a49393825d74c496bcb921e,0.6394411252161865,0.6853477679121195,0.5306827495704378
frozen|random_frozen|seed=17|current_only,frozen,random_frozen,17,current_only,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_17/current_only/validation_best_ap_predictions.csv,7c64079ae1e03a8809a817fd369ec9384e81dc182d5641588e6c6eec6f8ea9a7,0.517016980028361,0.5475876182529897,0.43446856026240493
frozen|random_frozen|seed=17|transient_query,frozen,random_frozen,17,transient_query,2,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_17/transient_query/validation_best_ap_predictions.csv,c2f5be9f1937e1894bdb9690bc60ef48c2d34513b6d41b551f1985eac3fd4c7f,0.49147552627816493,0.5218947045076234,0.5171904422540123
frozen|random_frozen|seed=17|scale_aware_transient_query,frozen,random_frozen,17,scale_aware_transient_query,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_17/scale_aware_transient_query/validation_best_ap_predictions.csv,44908989c5489a8c2667202a970ae6c59d5d30149f9ddbaba5cb74113d551856,0.5148727313076811,0.5498063535946003,0.3510840623811335
frozen|random_frozen|seed=17|history_shuffle_train,frozen,random_frozen,17,history_shuffle_train,4,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_17/history_shuffle_train/validation_best_ap_predictions.csv,73087a06651bc97bd5c0a026141a33a409b80e91245f2efccefd14e993f420f4,0.4917104809324899,0.515439824327634,0.40953626592640047
frozen|random_frozen|seed=29|current_only,frozen,random_frozen,29,current_only,2,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_29/current_only/validation_best_ap_predictions.csv,a6995bf0cc6ff1d448e572aed70661fbbfe0846dccf29235de2ee44be4bd1654,0.5132295705397762,0.5433085792483558,0.5318604806434213
frozen|random_frozen|seed=29|transient_query,frozen,random_frozen,29,transient_query,5,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_29/transient_query/validation_best_ap_predictions.csv,64885d644ffeb483c62e46f61e0385ea724b6dd6df58d1907152ac8ac0523fdd,0.4939371233366504,0.5209593349467074,0.31458417034953795
frozen|random_frozen|seed=29|scale_aware_transient_query,frozen,random_frozen,29,scale_aware_transient_query,4,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_29/scale_aware_transient_query/validation_best_ap_predictions.csv,0d47d4c1b7bbd01a156b56b5fc3ffc8ac1d1bd1097155c8e259ed2f702ac23af,0.5289629017470387,0.5536903511648533,0.4386864668575088
frozen|random_frozen|seed=29|history_shuffle_train,frozen,random_frozen,29,history_shuffle_train,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_29/history_shuffle_train/validation_best_ap_predictions.csv,b84ea9cf3f36e0fc4508dd0ecf7ced31652d048f8c882029b4717d26c41f35c2,0.48606821051808713,0.5172316935308678,0.42441256456899623
frozen|random_frozen|seed=43|current_only,frozen,random_frozen,43,current_only,5,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_43/current_only/validation_best_ap_predictions.csv,9522146b759dbc791a211853fc5b0f20969debeeab762e070f5242d49ab38d8e,0.5023410346699344,0.5386137435676046,0.5297135804063468
frozen|random_frozen|seed=43|transient_query,frozen,random_frozen,43,transient_query,5,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_43/transient_query/validation_best_ap_predictions.csv,47a26a3ffcbb7425051a157b33691cc79da1493e5a888c96845cb383a9bb0f2b,0.4851065826097709,0.5131795785025508,0.38051563177191317
frozen|random_frozen|seed=43|scale_aware_transient_query,frozen,random_frozen,43,scale_aware_transient_query,4,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_43/scale_aware_transient_query/validation_best_ap_predictions.csv,92f5c8c412d31d2066976f05bfef533628cdbbb083fb872c708f998d632a98fe,0.5109485683234174,0.5454000157739838,0.43446856026240493
frozen|random_frozen|seed=43|history_shuffle_train,frozen,random_frozen,43,history_shuffle_train,4,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/summary.json,1fc1016b9a7a9d62d232697e4e95520211768ffe59d784157dc16cf8f68862a3,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/heads_v2/random_frozen/seed_43/history_shuffle_train/validation_best_ap_predictions.csv,821b8dd4eaac79f5029e7f7e3e0c33c528f98c61fa8f242e8a3a95fa4e27d99e,0.48854205156971287,0.5219299884185751,0.38051563177191317
online|panopticon_pretrained|seed=17|current_only,online,panopticon_pretrained,17,current_only,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/panopticon/summary.json,6ea515de1cac1004c888153595232440fa8e1f3afac8e3c9bd05df051df2678d,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/panopticon/current_only/validation_best_ap_predictions.csv,0ee8b7abf32308fcd11a971070938db7e48506951608b585ee97651d405202c2,0.7000375321627272,0.7378405416287883,0.6257917573106092
online|panopticon_pretrained|seed=17|transient_query,online,panopticon_pretrained,17,transient_query,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/panopticon/summary.json,6ea515de1cac1004c888153595232440fa8e1f3afac8e3c9bd05df051df2678d,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/panopticon/transient_query/validation_best_ap_predictions.csv,54ff51055c4b35bc7efb054fad3d330d110c55d0ccbd89372047260948792c11,0.7179687146081479,0.7512643401424364,0.6146132205537131
online|panopticon_pretrained|seed=17|scale_aware_transient_query,online,panopticon_pretrained,17,scale_aware_transient_query,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/panopticon/summary.json,6ea515de1cac1004c888153595232440fa8e1f3afac8e3c9bd05df051df2678d,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/panopticon/scale_aware_transient_query/validation_best_ap_predictions.csv,731babd9f164c1313960a0110e54087f9b311d23aef76d7b5efc2654f6fde45b,0.7139128900052196,0.7537418241643594,0.6272302591922845
online|scratch|seed=17|current_only,online,scratch,17,current_only,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/scratch/summary.json,c8dd4a59282f96616e1d45038d515dd49467722c9a78952ee25313a6a5c09f82,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/scratch/current_only/validation_best_ap_predictions.csv,0a5d145a75b1e2d7b9f533575e6c4e2d9af8036a00cd06f67b55a92c4defd26e,0.5940044927074888,0.6201776925429183,0.579284833538841
online|scratch|seed=17|transient_query,online,scratch,17,transient_query,1,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/scratch/summary.json,c8dd4a59282f96616e1d45038d515dd49467722c9a78952ee25313a6a5c09f82,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/scratch/transient_query/validation_best_ap_predictions.csv,a66497a5226e3f6f02e673e9893a4a59af497db789e36361927f708b2bdcec49,0.5859092759708959,0.6128725392931318,0.5140554033070367
online|scratch|seed=17|scale_aware_transient_query,online,scratch,17,scale_aware_transient_query,3,1706,441,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/scratch/summary.json,c8dd4a59282f96616e1d45038d515dd49467722c9a78952ee25313a6a5c09f82,/diniuvol/yuyao/methanefuse_research_20260727/query360_tq_v1/online_v2/scratch/scale_aware_transient_query/validation_best_ap_predictions.csv,8cdf3723850a3e009423dcf4438081e285996706a66588371a1c9b2b3a3d512f,0.5616436933408281,0.5939638222299708,0.5157351774934792
