contrast_id,family,seed,kind,metric,formula,aggregate_method,aggregate_seed_count,point_delta,bootstrap_mean_delta,bootstrap_median_delta,bootstrap_std_delta,ci_level,ci_low,ci_high,ci_excludes_zero,probability_delta_gt_0,probability_delta_lt_0,two_sided_bootstrap_sign_p,bootstrap_repeats,bootstrap_seed,paired_rows,canonical_events,left_artifact,right_artifact,left_point_metric,right_point_metric
frozen|seed=17|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,17,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=17|scale_aware_transient_query - frozen|panopticon_pretrained|seed=17|transient_query,,,0.006266699321580194,0.00635546967034535,0.006214647229272341,0.003524508696212395,0.95,-0.00037835853356411387,0.013479392845304177,False,0.9665,0.0335,0.06796601699150424,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=17|scale_aware_transient_query,frozen|panopticon_pretrained|seed=17|transient_query,0.7340824591917354,0.7278157598701552
frozen|seed=17|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,17,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=17|scale_aware_transient_query - frozen|panopticon_pretrained|seed=17|transient_query,,,0.07658506222580996,0.07707929383739957,0.07722810721436196,0.012676661354999293,0.95,0.05252046381562016,0.10152924552600252,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=17|scale_aware_transient_query,frozen|panopticon_pretrained|seed=17|transient_query,0.6546315106370972,0.5780464484112873
frozen|seed=29|panopticon_pretrained|transient_query-minus-current_only,frozen,29,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=29|transient_query - frozen|panopticon_pretrained|seed=29|current_only,,,0.029976229474429017,0.02984938260204902,0.02986501337120384,0.011444619617234543,0.95,0.008800492146255813,0.051516931659390544,True,0.9975,0.0025,0.005997001499250375,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|transient_query,frozen|panopticon_pretrained|seed=29|current_only,0.6837022842386542,0.6537260547642252
frozen|seed=29|panopticon_pretrained|transient_query-minus-current_only,frozen,29,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=29|transient_query - frozen|panopticon_pretrained|seed=29|current_only,,,0.0339984696468425,0.033636068111558386,0.033636615996365526,0.010575019095761305,0.95,0.012588554791035449,0.05419897522908984,True,0.999,0.001,0.0029985007496251873,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|transient_query,frozen|panopticon_pretrained|seed=29|current_only,0.7310452754843235,0.697046805837481
frozen|seed=29|panopticon_pretrained|transient_query-minus-current_only,frozen,29,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=29|transient_query - frozen|panopticon_pretrained|seed=29|current_only,,,0.022783594765964366,0.022494988453704814,0.022952825495715257,0.01383302012366171,0.95,-0.004978124895601242,0.048904574975476844,False,0.947,0.053,0.10694652673663169,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|transient_query,frozen|panopticon_pretrained|seed=29|current_only,0.6598489971486534,0.637065402382689
frozen|seed=29|panopticon_pretrained|scale_aware_transient_query-minus-current_only,frozen,29,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query - frozen|panopticon_pretrained|seed=29|current_only,,,0.03583792570536315,0.0360982438744505,0.03644842559755057,0.011324750376415857,0.95,0.014161028353989009,0.05701929756493572,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query,frozen|panopticon_pretrained|seed=29|current_only,0.6895639804695883,0.6537260547642252
frozen|seed=29|panopticon_pretrained|scale_aware_transient_query-minus-current_only,frozen,29,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query - frozen|panopticon_pretrained|seed=29|current_only,,,0.03647941287572165,0.03625834826986333,0.0363355903729351,0.010813458389824943,0.95,0.014408021260797488,0.057345440311232426,True,0.9985,0.0015,0.00399800099950025,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query,frozen|panopticon_pretrained|seed=29|current_only,0.7335262187132027,0.697046805837481
frozen|seed=29|panopticon_pretrained|scale_aware_transient_query-minus-current_only,frozen,29,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query - frozen|panopticon_pretrained|seed=29|current_only,,,0.029458977079327098,0.02926145271382563,0.029475812353825626,0.012433910725456038,0.95,0.004951769933843936,0.054083357391604546,True,0.9925,0.0075,0.015992003998001,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query,frozen|panopticon_pretrained|seed=29|current_only,0.6665243794620161,0.637065402382689
frozen|seed=29|panopticon_pretrained|transient_query-minus-history_shuffle_train,frozen,29,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=29|transient_query - frozen|panopticon_pretrained|seed=29|history_shuffle_train,,,0.027012188109464375,0.027109519433472017,0.027089384558473095,0.011346896904637395,0.95,0.005058754088085991,0.048663463239362596,True,0.991,0.009,0.01899050474762619,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|transient_query,frozen|panopticon_pretrained|seed=29|history_shuffle_train,0.6837022842386542,0.6566900961291898
frozen|seed=29|panopticon_pretrained|transient_query-minus-history_shuffle_train,frozen,29,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=29|transient_query - frozen|panopticon_pretrained|seed=29|history_shuffle_train,,,0.03293303390437918,0.03261941784113786,0.03281447406252025,0.010293243437800316,0.95,0.012360665873903042,0.05181282465654622,True,0.998,0.002,0.004997501249375313,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|transient_query,frozen|panopticon_pretrained|seed=29|history_shuffle_train,0.7310452754843235,0.6981122415799443
frozen|seed=29|panopticon_pretrained|transient_query-minus-history_shuffle_train,frozen,29,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=29|transient_query - frozen|panopticon_pretrained|seed=29|history_shuffle_train,,,0.026050554399199455,0.02585335457462905,0.02611955586666609,0.012791995322055518,0.95,0.00017709174133036443,0.04975970034696588,True,0.977,0.023,0.04697651174412794,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|transient_query,frozen|panopticon_pretrained|seed=29|history_shuffle_train,0.6598489971486534,0.633798442749454
frozen|seed=29|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,29,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query - frozen|panopticon_pretrained|seed=29|transient_query,,,0.0058616962309341325,0.0062488612724014864,0.0061379238011189385,0.004145062255757488,0.95,-0.0014875239494631287,0.014616129151273062,False,0.9395,0.0605,0.12193903048475763,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query,frozen|panopticon_pretrained|seed=29|transient_query,0.6895639804695883,0.6837022842386542
frozen|seed=29|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,29,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query - frozen|panopticon_pretrained|seed=29|transient_query,,,0.002480943228879151,0.002622280158304935,0.002527293847237544,0.0028497016496962435,0.95,-0.002814182262673636,0.008659029270034665,False,0.8215,0.1785,0.35782108945527236,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query,frozen|panopticon_pretrained|seed=29|transient_query,0.7335262187132027,0.7310452754843235
frozen|seed=29|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,29,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query - frozen|panopticon_pretrained|seed=29|transient_query,,,0.006675382313362732,0.006766464260120815,0.006703452756459449,0.00630219766108988,0.95,-0.005619580090415623,0.01938574430328183,False,0.869,0.131,0.26286856571714146,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=29|scale_aware_transient_query,frozen|panopticon_pretrained|seed=29|transient_query,0.6665243794620161,0.6598489971486534
frozen|seed=43|panopticon_pretrained|transient_query-minus-current_only,frozen,43,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=43|transient_query - frozen|panopticon_pretrained|seed=43|current_only,,,0.025892331400175994,0.025775086240899813,0.02579483823679629,0.01084767189011045,0.95,0.004495590447515838,0.04741935297206498,True,0.9945,0.0055,0.01199400299850075,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|transient_query,frozen|panopticon_pretrained|seed=43|current_only,0.6723617655242674,0.6464694341240914
frozen|seed=43|panopticon_pretrained|transient_query-minus-current_only,frozen,43,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=43|transient_query - frozen|panopticon_pretrained|seed=43|current_only,,,0.024343131191115752,0.024580318995136567,0.024656160666043703,0.009584445612433304,0.95,0.005370357230914814,0.042343599276299417,True,0.992,0.008,0.01699150424787606,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|transient_query,frozen|panopticon_pretrained|seed=43|current_only,0.7143207016932127,0.689977570502097
frozen|seed=43|panopticon_pretrained|transient_query-minus-current_only,frozen,43,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=43|transient_query - frozen|panopticon_pretrained|seed=43|current_only,,,-0.01526654559796592,-0.016241068062800415,-0.015671821738381664,0.0203767779482892,0.95,-0.05613475636795803,0.02324725241881005,False,0.2135,0.7865,0.42778610694652675,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|transient_query,frozen|panopticon_pretrained|seed=43|current_only,0.5127176441253543,0.5279841897233202
frozen|seed=43|panopticon_pretrained|scale_aware_transient_query-minus-current_only,frozen,43,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query - frozen|panopticon_pretrained|seed=43|current_only,,,0.036348543461888094,0.036108702887343504,0.03603775358391009,0.009998135506782956,0.95,0.01664103026190717,0.05578926757466974,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen|panopticon_pretrained|seed=43|current_only,0.6828179775859795,0.6464694341240914
frozen|seed=43|panopticon_pretrained|scale_aware_transient_query-minus-current_only,frozen,43,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query - frozen|panopticon_pretrained|seed=43|current_only,,,0.03366223473071461,0.03365091433223644,0.03344628569952568,0.00905655301652128,0.95,0.015455287904611644,0.05104986362248917,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen|panopticon_pretrained|seed=43|current_only,0.7236398052328116,0.689977570502097
frozen|seed=43|panopticon_pretrained|scale_aware_transient_query-minus-current_only,frozen,43,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query - frozen|panopticon_pretrained|seed=43|current_only,,,0.07902508970548339,0.07899375125612339,0.07932025244462321,0.017731024679024397,0.95,0.045291428623142393,0.1136425146748087,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen|panopticon_pretrained|seed=43|current_only,0.6070092794288036,0.5279841897233202
frozen|seed=43|panopticon_pretrained|transient_query-minus-history_shuffle_train,frozen,43,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=43|transient_query - frozen|panopticon_pretrained|seed=43|history_shuffle_train,,,0.03292064030808095,0.03276534623945156,0.03252306473507666,0.010437419290433483,0.95,0.011817032318967531,0.05241852264710345,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|transient_query,frozen|panopticon_pretrained|seed=43|history_shuffle_train,0.6723617655242674,0.6394411252161865
frozen|seed=43|panopticon_pretrained|transient_query-minus-history_shuffle_train,frozen,43,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=43|transient_query - frozen|panopticon_pretrained|seed=43|history_shuffle_train,,,0.028972933781093224,0.029198320950407804,0.029226225883173196,0.009898011487580342,0.95,0.009184516715854431,0.04790132349406235,True,0.9985,0.0015,0.00399800099950025,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|transient_query,frozen|panopticon_pretrained|seed=43|history_shuffle_train,0.7143207016932127,0.6853477679121195
frozen|seed=43|panopticon_pretrained|transient_query-minus-history_shuffle_train,frozen,43,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=43|transient_query - frozen|panopticon_pretrained|seed=43|history_shuffle_train,,,-0.017965105445083562,-0.01897472257125868,-0.01888246126281734,0.020401674939728165,0.95,-0.057996128621080036,0.019711430795062383,False,0.1855,0.8145,0.37181409295352325,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|transient_query,frozen|panopticon_pretrained|seed=43|history_shuffle_train,0.5127176441253543,0.5306827495704378
frozen|seed=43|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,43,within_condition_arm_effect,ap,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query - frozen|panopticon_pretrained|seed=43|transient_query,,,0.0104562120617121,0.010333616646443687,0.010301537780364411,0.005177514144708657,0.95,0.00022570156973472782,0.02036202309589404,True,0.9765,0.0235,0.047976011994003,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen|panopticon_pretrained|seed=43|transient_query,0.6828179775859795,0.6723617655242674
frozen|seed=43|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,43,within_condition_arm_effect,auc,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query - frozen|panopticon_pretrained|seed=43|transient_query,,,0.00931910353959886,0.009070595337099866,0.009104903644324092,0.00437792849509758,0.95,0.0002301518725377709,0.017514392676757213,True,0.976,0.024,0.04897551224387806,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen|panopticon_pretrained|seed=43|transient_query,0.7236398052328116,0.7143207016932127
frozen|seed=43|panopticon_pretrained|scale_aware_transient_query-minus-transient_query,frozen,43,within_condition_arm_effect,macro_f1_at_0_5,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query - frozen|panopticon_pretrained|seed=43|transient_query,,,0.0942916353034493,0.0952348193189238,0.09456934463694638,0.011959000989919909,0.95,0.07241768721655957,0.11869396091108815,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|panopticon_pretrained|seed=43|scale_aware_transient_query,frozen|panopticon_pretrained|seed=43|transient_query,0.6070092794288036,0.5127176441253543
frozen|seed=17|random_frozen|transient_query-minus-current_only,frozen,17,within_condition_arm_effect,ap,frozen|random_frozen|seed=17|transient_query - frozen|random_frozen|seed=17|current_only,,,-0.02554145375019612,-0.026132248149571602,-0.025817573527260163,0.011536773469464353,0.95,-0.05064969419490685,-0.004374131989612217,True,0.005,0.995,0.010994502748625687,2000,20260727,1706,441,frozen|random_frozen|seed=17|transient_query,frozen|random_frozen|seed=17|current_only,0.49147552627816493,0.517016980028361
frozen|seed=17|random_frozen|transient_query-minus-current_only,frozen,17,within_condition_arm_effect,auc,frozen|random_frozen|seed=17|transient_query - frozen|random_frozen|seed=17|current_only,,,-0.025692913745366308,-0.025935231930826343,-0.025885764618825857,0.009102911938792176,0.95,-0.04350241468886295,-0.009112209333046822,True,0.0015,0.9985,0.00399800099950025,2000,20260727,1706,441,frozen|random_frozen|seed=17|transient_query,frozen|random_frozen|seed=17|current_only,0.5218947045076234,0.5475876182529897
frozen|seed=17|random_frozen|transient_query-minus-current_only,frozen,17,within_condition_arm_effect,macro_f1_at_0_5,frozen|random_frozen|seed=17|transient_query - frozen|random_frozen|seed=17|current_only,,,0.0827218819916074,0.08074496158744,0.08144487091634828,0.015371058479404582,0.95,0.04898044449852659,0.10798550449713368,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|random_frozen|seed=17|transient_query,frozen|random_frozen|seed=17|current_only,0.5171904422540123,0.43446856026240493
frozen|seed=17|random_frozen|scale_aware_transient_query-minus-current_only,frozen,17,within_condition_arm_effect,ap,frozen|random_frozen|seed=17|scale_aware_transient_query - frozen|random_frozen|seed=17|current_only,,,-0.0021442487206799754,-0.002416495317210023,-0.002204545171620609,0.007183059882202361,0.95,-0.016742549693252444,0.011365223974265239,False,0.3725,0.6275,0.7456271864067966,2000,20260727,1706,441,frozen|random_frozen|seed=17|scale_aware_transient_query,frozen|random_frozen|seed=17|current_only,0.5148727313076811,0.517016980028361
frozen|seed=17|random_frozen|scale_aware_transient_query-minus-current_only,frozen,17,within_condition_arm_effect,auc,frozen|random_frozen|seed=17|scale_aware_transient_query - frozen|random_frozen|seed=17|current_only,,,0.002218735341610545,0.002664711322821037,0.0028006416871606543,0.005526495193491721,0.95,-0.008575627840868424,0.01309914868036206,False,0.696,0.304,0.6086956521739131,2000,20260727,1706,441,frozen|random_frozen|seed=17|scale_aware_transient_query,frozen|random_frozen|seed=17|current_only,0.5498063535946003,0.5475876182529897
frozen|seed=17|random_frozen|scale_aware_transient_query-minus-current_only,frozen,17,within_condition_arm_effect,macro_f1_at_0_5,frozen|random_frozen|seed=17|scale_aware_transient_query - frozen|random_frozen|seed=17|current_only,,,-0.08338449788127145,-0.08368393386088822,-0.08323611355100877,0.01217517595947566,0.95,-0.10910057410646559,-0.06127326591349269,True,0.0,1.0,0.0009995002498750624,2000,20260727,1706,441,frozen|random_frozen|seed=17|scale_aware_transient_query,frozen|random_frozen|seed=17|current_only,0.3510840623811335,0.43446856026240493
frozen|seed=17|random_frozen|transient_query-minus-history_shuffle_train,frozen,17,within_condition_arm_effect,ap,frozen|random_frozen|seed=17|transient_query - frozen|random_frozen|seed=17|history_shuffle_train,,,-0.00023495465432499252,-0.0006225611653317464,-0.0006917936979342065,0.004957887438123263,0.95,-0.010312365273323262,0.009239112102188324,False,0.444,0.556,0.8885557221389305,2000,20260727,1706,441,frozen|random_frozen|seed=17|transient_query,frozen|random_frozen|seed=17|history_shuffle_train,0.49147552627816493,0.4917104809324899
frozen|seed=17|random_frozen|transient_query-minus-history_shuffle_train,frozen,17,within_condition_arm_effect,auc,frozen|random_frozen|seed=17|transient_query - frozen|random_frozen|seed=17|history_shuffle_train,,,0.0064548801799894084,0.005937810360513364,0.0059667686296827616,0.006216566190556704,0.95,-0.006264502529028711,0.018321801969653106,False,0.831,0.169,0.33883058470764615,2000,20260727,1706,441,frozen|random_frozen|seed=17|transient_query,frozen|random_frozen|seed=17|history_shuffle_train,0.5218947045076234,0.515439824327634
frozen|seed=17|random_frozen|transient_query-minus-history_shuffle_train,frozen,17,within_condition_arm_effect,macro_f1_at_0_5,frozen|random_frozen|seed=17|transient_query - frozen|random_frozen|seed=17|history_shuffle_train,,,0.10765417632761187,0.10577928402545674,0.1062417017749305,0.012474745563419902,0.95,0.07973641770614953,0.12893735759855462,True,1.0,0.0,0.0009995002498750624,2000,20260727,1706,441,frozen|random_frozen|seed=17|transient_query,frozen|random_frozen|seed=17|history_shuffle_train,0.5171904422540123,0.40953626592640047
frozen|seed=17|random_frozen|scale_aware_transient_query-minus-transient_query,frozen,17,within_condition_arm_effect,ap,frozen|random_frozen|seed=17|scale_aware_transient_query - frozen|random_frozen|seed=17|transient_query,,,0.023397205029516144,0.023715752832361582,0.023766746109654707,0.012137759471092191,0.95,0.000992316439495388,0.04815039829269393,True,0.9795,0.0205,0.041979010494752625,2000,20260727,1706,441,frozen|random_frozen|seed=17|scale_aware_transient_query,frozen|random_frozen|seed=17|transient_query,0.5148727313076811,0.49147552627816493
frozen|seed=17|random_frozen|scale_aware_transient_query-minus-transient_query,frozen,17,within_condition_arm_effect,auc,frozen|random_frozen|seed=17|scale_aware_transient_query - frozen|random_frozen|seed=17|transient_query,,,0.027911649086976853,0.028599943253647384,0.0285726523612419,0.009638933286857266,0.95,0.009777729825840917,0.04774951275503633,True,0.9995,0.0005,0.001999000499750125,2000,20260727,1706,441,frozen|random_frozen|seed=17|scale_aware_transient_query,frozen|random_frozen|seed=17|transient_query,0.5498063535946003,0.5218947045076234
frozen|seed=17|random_frozen|scale_aware_transient_query-minus-transient_query,frozen,17,within_condition_arm_effect,macro_f1_at_0_5,frozen|random_frozen|seed=17|scale_aware_transient_query - frozen|random_frozen|seed=17|transient_query,,,-0.16610637987287885,-0.1644288954483282,-0.1653250357124686,0.009064177086198303,0.95,-0.17948883773968313,-0.1442596067865582,True,0.0,1.0,0.0009995002498750624,2000,20260727,1706,441,frozen|random_frozen|seed=17|scale_aware_transient_query,frozen|random_frozen|seed=17|transient_query,0.3510840623811335,0.5171904422540123
frozen|seed=29|random_frozen|transient_query-minus-current_only,frozen,29,within_condition_arm_effect,ap,frozen|random_frozen|seed=29|transient_query - frozen|random_frozen|seed=29|current_only,,,-0.01929244720312584,-0.019234651850940417,-0.019183781498870983,0.015404962348485221,0.95,-0.051630136628903464,0.0101596731802159,False,0.104,0.896,0.20889555222388806,2000,20260727,1706,441,frozen|random_frozen|seed=29|transient_query,frozen|random_frozen|seed=29|current_only,0.4939371233366504,0.5132295705397762
frozen|seed=29|random_frozen|transient_query-minus-current_only,frozen,29,within_condition_arm_effect,auc,frozen|random_frozen|seed=29|transient_query - frozen|random_frozen|seed=29|current_only,,,-0.02234924430164842,-0.022585553469818935,-0.02239772895132175,0.00976091694762662,0.95,-0.04137699559434168,-0.0034568952764682764,True,0.007,0.993,0.014992503748125937,2000,20260727,1706,441,frozen|random_frozen|seed=29|transient_query,frozen|random_frozen|seed=29|current_only,0.5209593349467074,0.5433085792483558
frozen|seed=29|random_frozen|transient_query-minus-current_only,frozen,29,within_condition_arm_effect,macro_f1_at_0_5,frozen|random_frozen|seed=29|transient_query - frozen|random_frozen|seed=29|current_only,,,-0.21727631029388333,-0.21615926844194422,-0.21609193083867095,0.007650250472089894,0.95,-0.23137710136823825,-0.20143213225955928,True,0.0,1.0,0.0009995002498750624,2000,20260727,1706,441,frozen|random_frozen|seed=29|transient_query,frozen|random_frozen|seed=29|current_only,0.31458417034953795,0.5318604806434213
