id,label,plume_id,path,path_plume,source_x,source_y,latitude,longitude,event_time,t0_image_time,prev1_image_time,prev2_image_time,prev3_image_time,seasonal_image_time,year_image_time,path_t0,path_prev1,path_prev2,path_prev3,path_seasonal,path_year
4874,1,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_10_x165_y257,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_10_x165_y257/plume.tif,165,257,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_10_x165_y257/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_10_x165_y257/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_10_x165_y257/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_10_x165_y257/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_10_x165_y257/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_10_x165_y257/s2_year.tif
4875,1,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_11_x272_y269,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_11_x272_y269/plume.tif,272,269,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_11_x272_y269/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_11_x272_y269/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_11_x272_y269/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_11_x272_y269/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_11_x272_y269/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_11_x272_y269/s2_year.tif
4876,1,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_12_x356_y299,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_12_x356_y299/plume.tif,356,299,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_12_x356_y299/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_12_x356_y299/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_12_x356_y299/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_12_x356_y299/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_12_x356_y299/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_12_x356_y299/s2_year.tif
4877,1,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_13_x295_y259,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_13_x295_y259/plume.tif,295,259,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_13_x295_y259/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_13_x295_y259/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_13_x295_y259/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_13_x295_y259/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_13_x295_y259/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_13_x295_y259/s2_year.tif
4878,1,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_14_x296_y223,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_14_x296_y223/plume.tif,296,223,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_14_x296_y223/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_14_x296_y223/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_14_x296_y223/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_14_x296_y223/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_14_x296_y223/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_14_x296_y223/s2_year.tif
4879,1,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_15_x325_y239,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/pos_15_x325_y239/plume.tif,325,239,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_15_x325_y239/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_15_x325_y239/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_15_x325_y239/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_15_x325_y239/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_15_x325_y239/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/pos_15_x325_y239/s2_year.tif
4880,0,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_00_x132_y116,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_00_x132_y116/plume.tif,132,116,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_00_x132_y116/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_00_x132_y116/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_00_x132_y116/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_00_x132_y116/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_00_x132_y116/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_00_x132_y116/s2_year.tif
4881,0,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_01_x356_y341,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_01_x356_y341/plume.tif,356,341,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_01_x356_y341/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_01_x356_y341/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_01_x356_y341/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_01_x356_y341/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_01_x356_y341/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_01_x356_y341/s2_year.tif
4882,0,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_02_x180_y115,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_02_x180_y115/plume.tif,180,115,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_02_x180_y115/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_02_x180_y115/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_02_x180_y115/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_02_x180_y115/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_02_x180_y115/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_02_x180_y115/s2_year.tif
4883,0,GAO20200714t172448p0000-H,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_03_x290_y122,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32/all/GAO20200714t172448p0000-H/neg_03_x290_y122/plume.tif,290,122,32.209546,-103.88555,2020-07-14T17:24:48+00,2020-07-14T17:28:59.024000Z,2020-07-09T17:29:01.024000Z,2020-07-04T17:28:59.024000Z,2020-06-29T17:29:01.024000Z,,,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_03_x290_y122/s2_0.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_03_x290_y122/s2_prev1.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_03_x290_y122/s2_prev2.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_03_x290_y122/s2_prev3.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_03_x290_y122/s2_seasonal.tif,/mnt/engg-niulab/yuyao/final_crop/s2_6time_32_to_224/all/GAO20200714t172448p0000-H/neg_03_x290_y122/s2_year.tif
