label,category,image_path,id
0,0,100689/s2.tif,100689
1,1,13639/s2.tif,13639
0,0,86308/s2.tif,86308
1,1,15246/s2.tif,15246
1,1,4368/s2.tif,4368
0,0,71771/s2.tif,71771
1,1,56909/s2.tif,56909
0,0,16933/s2.tif,16933
1,1,36452/s2.tif,36452
1,1,78618/s2.tif,78618
1,1,86709/s2.tif,86709
0,0,73426/s2.tif,73426
0,0,87313/s2.tif,87313
1,1,34257/s2.tif,34257
0,0,94121/s2.tif,94121
0,0,41147/s2.tif,41147
0,0,68421/s2.tif,68421
1,1,100602/s2.tif,100602
1,1,46441/s2.tif,46441
0,0,57054/s2.tif,57054
0,0,10841/s2.tif,10841
1,1,75929/s2.tif,75929
0,0,65199/s2.tif,65199
0,0,93594/s2.tif,93594
0,0,33302/s2.tif,33302
1,1,70133/s2.tif,70133
0,0,92843/s2.tif,92843
1,1,83495/s2.tif,83495
1,1,91326/s2.tif,91326
0,0,88072/s2.tif,88072
0,0,105477/s2.tif,105477
1,1,20634/s2.tif,20634
1,1,73434/s2.tif,73434
0,0,43708/s2.tif,43708
0,0,48974/s2.tif,48974
0,0,63899/s2.tif,63899
0,0,25092/s2.tif,25092
1,1,75096/s2.tif,75096
0,0,35233/s2.tif,35233
0,0,36106/s2.tif,36106
1,1,68866/s2.tif,68866
0,0,28948/s2.tif,28948
1,1,93912/s2.tif,93912
0,0,75918/s2.tif,75918
0,0,62582/s2.tif,62582
0,0,2658/s2.tif,2658
0,0,2050/s2.tif,2050
0,0,92182/s2.tif,92182
1,1,98881/s2.tif,98881
0,0,78269/s2.tif,78269
0,0,57356/s2.tif,57356
1,1,6682/s2.tif,6682
0,0,62678/s2.tif,62678
0,0,64315/s2.tif,64315
1,1,12575/s2.tif,12575
0,0,93519/s2.tif,93519
0,0,46875/s2.tif,46875
0,0,79780/s2.tif,79780
1,1,72314/s2.tif,72314
0,0,4793/s2.tif,4793
1,1,98479/s2.tif,98479
1,1,16417/s2.tif,16417
1,1,85431/s2.tif,85431
0,0,7585/s2.tif,7585
0,0,80672/s2.tif,80672
0,0,100114/s2.tif,100114
1,1,38397/s2.tif,38397
0,0,8414/s2.tif,8414
0,0,3449/s2.tif,3449
0,0,35230/s2.tif,35230
1,1,93765/s2.tif,93765
1,1,75413/s2.tif,75413
0,0,12934/s2.tif,12934
1,1,88414/s2.tif,88414
1,1,102079/s2.tif,102079
0,0,82325/s2.tif,82325
0,0,92666/s2.tif,92666
0,0,1221/s2.tif,1221
1,1,33681/s2.tif,33681
0,0,11221/s2.tif,11221
0,0,39504/s2.tif,39504
0,0,91118/s2.tif,91118
1,1,79135/s2.tif,79135
0,0,106421/s2.tif,106421
1,1,80973/s2.tif,80973
0,0,37883/s2.tif,37883
0,0,27076/s2.tif,27076
1,1,14548/s2.tif,14548
0,0,94421/s2.tif,94421
1,1,19321/s2.tif,19321
1,1,24782/s2.tif,24782
0,0,69531/s2.tif,69531
1,1,4640/s2.tif,4640
0,0,89485/s2.tif,89485
1,1,40542/s2.tif,40542
1,1,86667/s2.tif,86667
1,1,34753/s2.tif,34753
1,1,40131/s2.tif,40131
1,1,18252/s2.tif,18252
0,0,96715/s2.tif,96715
1,1,13308/s2.tif,13308
1,1,102951/s2.tif,102951
1,1,49362/s2.tif,49362
1,1,76500/s2.tif,76500
1,1,22887/s2.tif,22887
1,1,102096/s2.tif,102096
1,1,102632/s2.tif,102632
0,0,11378/s2.tif,11378
1,1,43463/s2.tif,43463
0,0,16036/s2.tif,16036
0,0,66354/s2.tif,66354
0,0,50065/s2.tif,50065
0,0,28950/s2.tif,28950
1,1,54046/s2.tif,54046
0,0,22186/s2.tif,22186
0,0,28935/s2.tif,28935
1,1,57599/s2.tif,57599
0,0,81512/s2.tif,81512
1,1,61794/s2.tif,61794
1,1,70279/s2.tif,70279
0,0,89762/s2.tif,89762
1,1,39964/s2.tif,39964
0,0,59905/s2.tif,59905
0,0,88735/s2.tif,88735
1,1,12828/s2.tif,12828
1,1,85789/s2.tif,85789
0,0,104689/s2.tif,104689
1,1,67246/s2.tif,67246
0,0,102748/s2.tif,102748
0,0,47311/s2.tif,47311
0,0,50287/s2.tif,50287
0,0,84242/s2.tif,84242
0,0,3194/s2.tif,3194
1,1,13462/s2.tif,13462
1,1,86573/s2.tif,86573
1,1,97585/s2.tif,97585
1,1,80825/s2.tif,80825
1,1,101105/s2.tif,101105
1,1,32284/s2.tif,32284
0,0,21140/s2.tif,21140
1,1,98909/s2.tif,98909
0,0,18442/s2.tif,18442
0,0,81347/s2.tif,81347
1,1,92178/s2.tif,92178
0,0,63526/s2.tif,63526
0,0,17547/s2.tif,17547
1,1,107345/s2.tif,107345
0,0,37338/s2.tif,37338
1,1,52405/s2.tif,52405
0,0,81934/s2.tif,81934
1,1,88888/s2.tif,88888
0,0,92530/s2.tif,92530
1,1,72815/s2.tif,72815
1,1,64442/s2.tif,64442
1,1,38166/s2.tif,38166
0,0,4495/s2.tif,4495
0,0,57869/s2.tif,57869
1,1,46423/s2.tif,46423
1,1,40539/s2.tif,40539
1,1,9681/s2.tif,9681
0,0,57051/s2.tif,57051
1,1,70609/s2.tif,70609
0,0,6528/s2.tif,6528
0,0,76297/s2.tif,76297
0,0,59496/s2.tif,59496
1,1,4077/s2.tif,4077
0,0,70669/s2.tif,70669
0,0,102151/s2.tif,102151
1,1,53714/s2.tif,53714
1,1,87067/s2.tif,87067
0,0,22001/s2.tif,22001
0,0,100806/s2.tif,100806
0,0,30882/s2.tif,30882
1,1,62584/s2.tif,62584
0,0,31941/s2.tif,31941
1,1,19566/s2.tif,19566
0,0,103348/s2.tif,103348
1,1,31298/s2.tif,31298
0,0,99970/s2.tif,99970
1,1,23639/s2.tif,23639
1,1,18542/s2.tif,18542
1,1,19901/s2.tif,19901
1,1,29684/s2.tif,29684
0,0,23040/s2.tif,23040
0,0,44612/s2.tif,44612
1,1,81407/s2.tif,81407
1,1,101087/s2.tif,101087
1,1,35913/s2.tif,35913
0,0,47004/s2.tif,47004
1,1,67281/s2.tif,67281
1,1,36383/s2.tif,36383
1,1,21474/s2.tif,21474
0,0,7784/s2.tif,7784
1,1,31900/s2.tif,31900
0,0,18069/s2.tif,18069
0,0,88779/s2.tif,88779
1,1,95130/s2.tif,95130
1,1,46418/s2.tif,46418
0,0,66834/s2.tif,66834
0,0,50582/s2.tif,50582
0,0,83643/s2.tif,83643
0,0,4021/s2.tif,4021
1,1,62055/s2.tif,62055
0,0,18424/s2.tif,18424
1,1,54817/s2.tif,54817
1,1,34765/s2.tif,34765
1,1,103191/s2.tif,103191
0,0,94694/s2.tif,94694
1,1,30396/s2.tif,30396
0,0,90869/s2.tif,90869
0,0,13663/s2.tif,13663
0,0,53939/s2.tif,53939
1,1,23353/s2.tif,23353
0,0,95271/s2.tif,95271
0,0,33034/s2.tif,33034
1,1,38866/s2.tif,38866
1,1,97421/s2.tif,97421
0,0,45226/s2.tif,45226
1,1,22117/s2.tif,22117
1,1,46920/s2.tif,46920
1,1,66711/s2.tif,66711
0,0,43084/s2.tif,43084
1,1,45833/s2.tif,45833
1,1,27922/s2.tif,27922
1,1,40693/s2.tif,40693
0,0,2954/s2.tif,2954
1,1,33656/s2.tif,33656
1,1,54545/s2.tif,54545
1,1,85753/s2.tif,85753
1,1,28293/s2.tif,28293
0,0,41620/s2.tif,41620
1,1,43947/s2.tif,43947
0,0,15167/s2.tif,15167
0,0,86752/s2.tif,86752
1,1,66969/s2.tif,66969
0,0,4926/s2.tif,4926
0,0,54981/s2.tif,54981
1,1,63293/s2.tif,63293
0,0,36473/s2.tif,36473
1,1,14232/s2.tif,14232
0,0,49816/s2.tif,49816
0,0,74992/s2.tif,74992
0,0,49614/s2.tif,49614
0,0,58072/s2.tif,58072
1,1,64260/s2.tif,64260
0,0,40090/s2.tif,40090
1,1,50405/s2.tif,50405
1,1,22300/s2.tif,22300
0,0,31430/s2.tif,31430
0,0,91162/s2.tif,91162
1,1,24140/s2.tif,24140
1,1,9408/s2.tif,9408
0,0,77953/s2.tif,77953
1,1,34859/s2.tif,34859
0,0,6118/s2.tif,6118
1,1,75353/s2.tif,75353
0,0,103371/s2.tif,103371
0,0,94108/s2.tif,94108
0,0,18121/s2.tif,18121
0,0,91375/s2.tif,91375
1,1,90718/s2.tif,90718
0,0,80603/s2.tif,80603
1,1,15224/s2.tif,15224
1,1,82176/s2.tif,82176
0,0,94616/s2.tif,94616
1,1,6656/s2.tif,6656
1,1,54607/s2.tif,54607
0,0,17270/s2.tif,17270
0,0,39728/s2.tif,39728
1,1,2500/s2.tif,2500
1,1,66001/s2.tif,66001
0,0,78679/s2.tif,78679
0,0,64454/s2.tif,64454
0,0,40056/s2.tif,40056
1,1,71679/s2.tif,71679
0,0,67883/s2.tif,67883
1,1,90452/s2.tif,90452
0,0,75140/s2.tif,75140
1,1,104773/s2.tif,104773
1,1,37156/s2.tif,37156
0,0,76012/s2.tif,76012
1,1,45010/s2.tif,45010
1,1,54460/s2.tif,54460
0,0,98654/s2.tif,98654
0,0,43301/s2.tif,43301
0,0,29539/s2.tif,29539
0,0,13151/s2.tif,13151
1,1,9522/s2.tif,9522
0,0,71246/s2.tif,71246
0,0,56688/s2.tif,56688
1,1,26603/s2.tif,26603
0,0,106997/s2.tif,106997
0,0,72339/s2.tif,72339
1,1,49979/s2.tif,49979
0,0,40303/s2.tif,40303
1,1,21154/s2.tif,21154
1,1,100470/s2.tif,100470
1,1,84357/s2.tif,84357
1,1,48366/s2.tif,48366
1,1,66439/s2.tif,66439
1,1,22722/s2.tif,22722
0,0,73909/s2.tif,73909
1,1,106643/s2.tif,106643
1,1,71283/s2.tif,71283
0,0,33029/s2.tif,33029
1,1,92598/s2.tif,92598
1,1,22095/s2.tif,22095
0,0,56707/s2.tif,56707
0,0,21063/s2.tif,21063
0,0,37400/s2.tif,37400
0,0,46008/s2.tif,46008
1,1,77663/s2.tif,77663
0,0,92568/s2.tif,92568
0,0,90346/s2.tif,90346
1,1,68652/s2.tif,68652
0,0,33541/s2.tif,33541
1,1,51821/s2.tif,51821
0,0,78650/s2.tif,78650
1,1,29696/s2.tif,29696
0,0,33786/s2.tif,33786
0,0,74455/s2.tif,74455
1,1,51823/s2.tif,51823
0,0,68948/s2.tif,68948
0,0,27032/s2.tif,27032
1,1,72191/s2.tif,72191
0,0,5385/s2.tif,5385
0,0,20016/s2.tif,20016
1,1,1670/s2.tif,1670
1,1,77428/s2.tif,77428
0,0,15781/s2.tif,15781
0,0,62702/s2.tif,62702
0,0,10263/s2.tif,10263
0,0,49241/s2.tif,49241
1,1,96685/s2.tif,96685
0,0,11929/s2.tif,11929
1,1,87427/s2.tif,87427
1,1,6314/s2.tif,6314
1,1,23395/s2.tif,23395
1,1,68515/s2.tif,68515
0,0,17817/s2.tif,17817
1,1,78101/s2.tif,78101
1,1,77421/s2.tif,77421
1,1,6870/s2.tif,6870
0,0,105621/s2.tif,105621
0,0,82511/s2.tif,82511
1,1,76463/s2.tif,76463
1,1,30986/s2.tif,30986
1,1,65650/s2.tif,65650
0,0,101906/s2.tif,101906
1,1,44827/s2.tif,44827
0,0,46328/s2.tif,46328
1,1,18947/s2.tif,18947
1,1,31286/s2.tif,31286
1,1,29100/s2.tif,29100
0,0,82989/s2.tif,82989
0,0,53366/s2.tif,53366
1,1,38518/s2.tif,38518
0,0,94588/s2.tif,94588
1,1,26370/s2.tif,26370
0,0,94306/s2.tif,94306
1,1,35660/s2.tif,35660
0,0,63549/s2.tif,63549
0,0,101936/s2.tif,101936
0,0,35189/s2.tif,35189
0,0,93056/s2.tif,93056
1,1,78949/s2.tif,78949
0,0,49187/s2.tif,49187
0,0,101877/s2.tif,101877
0,0,24558/s2.tif,24558
1,1,65808/s2.tif,65808
1,1,100202/s2.tif,100202
1,1,45365/s2.tif,45365
1,1,57520/s2.tif,57520
0,0,88684/s2.tif,88684
0,0,75594/s2.tif,75594
0,0,34387/s2.tif,34387
0,0,35722/s2.tif,35722
1,1,28874/s2.tif,28874
1,1,9267/s2.tif,9267
0,0,87565/s2.tif,87565
1,1,69420/s2.tif,69420
0,0,78981/s2.tif,78981
0,0,61418/s2.tif,61418
0,0,77347/s2.tif,77347
1,1,807/s2.tif,807
0,0,6710/s2.tif,6710
0,0,7016/s2.tif,7016
0,0,60384/s2.tif,60384
0,0,75231/s2.tif,75231
1,1,47523/s2.tif,47523
0,0,55598/s2.tif,55598
1,1,89665/s2.tif,89665
0,0,38169/s2.tif,38169
1,1,2758/s2.tif,2758
1,1,1725/s2.tif,1725
0,0,76078/s2.tif,76078
1,1,37756/s2.tif,37756
0,0,72539/s2.tif,72539
0,0,97833/s2.tif,97833
0,0,54350/s2.tif,54350
1,1,89860/s2.tif,89860
1,1,68237/s2.tif,68237
0,0,41128/s2.tif,41128
1,1,100675/s2.tif,100675
1,1,63550/s2.tif,63550
1,1,67730/s2.tif,67730
0,0,81209/s2.tif,81209
0,0,17000/s2.tif,17000
0,0,52974/s2.tif,52974
0,0,25514/s2.tif,25514
1,1,13622/s2.tif,13622
0,0,101909/s2.tif,101909
0,0,17305/s2.tif,17305
1,1,43774/s2.tif,43774
1,1,95902/s2.tif,95902
0,0,14397/s2.tif,14397
0,0,41774/s2.tif,41774
1,1,45888/s2.tif,45888
0,0,19746/s2.tif,19746
0,0,23785/s2.tif,23785
1,1,64519/s2.tif,64519
1,1,73186/s2.tif,73186
0,0,96488/s2.tif,96488
1,1,59915/s2.tif,59915
0,0,44930/s2.tif,44930
1,1,47211/s2.tif,47211
0,0,100838/s2.tif,100838
0,0,104568/s2.tif,104568
0,0,35486/s2.tif,35486
1,1,105318/s2.tif,105318
1,1,80773/s2.tif,80773
1,1,60401/s2.tif,60401
1,1,49841/s2.tif,49841
1,1,16331/s2.tif,16331
1,1,6004/s2.tif,6004
0,0,86853/s2.tif,86853
1,1,5610/s2.tif,5610
1,1,104222/s2.tif,104222
0,0,103251/s2.tif,103251
0,0,39251/s2.tif,39251
0,0,46089/s2.tif,46089
1,1,100783/s2.tif,100783
1,1,47238/s2.tif,47238
0,0,99544/s2.tif,99544
1,1,96394/s2.tif,96394
1,1,105470/s2.tif,105470
1,1,71344/s2.tif,71344
0,0,64003/s2.tif,64003
1,1,80335/s2.tif,80335
0,0,22949/s2.tif,22949
1,1,3885/s2.tif,3885
0,0,17786/s2.tif,17786
0,0,28377/s2.tif,28377
1,1,75056/s2.tif,75056
0,0,10604/s2.tif,10604
1,1,106646/s2.tif,106646
0,0,18657/s2.tif,18657
1,1,74904/s2.tif,74904
0,0,48965/s2.tif,48965
1,1,30271/s2.tif,30271
0,0,35208/s2.tif,35208
0,0,25855/s2.tif,25855
0,0,38960/s2.tif,38960
0,0,14072/s2.tif,14072
0,0,82551/s2.tif,82551
0,0,42143/s2.tif,42143
0,0,56623/s2.tif,56623
1,1,85674/s2.tif,85674
1,1,75743/s2.tif,75743
1,1,68785/s2.tif,68785
1,1,10446/s2.tif,10446
1,1,42113/s2.tif,42113
1,1,101494/s2.tif,101494
0,0,67827/s2.tif,67827
1,1,10728/s2.tif,10728
0,0,80174/s2.tif,80174
1,1,32595/s2.tif,32595
0,0,85549/s2.tif,85549
1,1,62020/s2.tif,62020
1,1,92428/s2.tif,92428
0,0,57372/s2.tif,57372
1,1,105175/s2.tif,105175
0,0,104394/s2.tif,104394
1,1,55273/s2.tif,55273
1,1,99203/s2.tif,99203
0,0,6512/s2.tif,6512
0,0,28997/s2.tif,28997
0,0,29197/s2.tif,29197
1,1,49832/s2.tif,49832
1,1,90465/s2.tif,90465
0,0,2059/s2.tif,2059
1,1,70633/s2.tif,70633
0,0,69399/s2.tif,69399
1,1,79200/s2.tif,79200
1,1,74660/s2.tif,74660
1,1,61211/s2.tif,61211
0,0,48196/s2.tif,48196
0,0,42194/s2.tif,42194
0,0,61357/s2.tif,61357
0,0,78174/s2.tif,78174
0,0,1775/s2.tif,1775
1,1,87441/s2.tif,87441
0,0,45289/s2.tif,45289
1,1,39052/s2.tif,39052
0,0,74947/s2.tif,74947
1,1,15805/s2.tif,15805
1,1,51024/s2.tif,51024
0,0,85545/s2.tif,85545
0,0,44410/s2.tif,44410
1,1,46063/s2.tif,46063
1,1,35619/s2.tif,35619
1,1,6808/s2.tif,6808
0,0,57631/s2.tif,57631
1,1,90809/s2.tif,90809
0,0,4492/s2.tif,4492
1,1,65557/s2.tif,65557
0,0,101917/s2.tif,101917
0,0,63070/s2.tif,63070
1,1,32842/s2.tif,32842
1,1,89087/s2.tif,89087
0,0,83481/s2.tif,83481
0,0,96362/s2.tif,96362
1,1,1374/s2.tif,1374
0,0,21058/s2.tif,21058
0,0,96898/s2.tif,96898
0,0,22571/s2.tif,22571
1,1,70283/s2.tif,70283
0,0,3733/s2.tif,3733
0,0,102672/s2.tif,102672
0,0,45975/s2.tif,45975
1,1,76230/s2.tif,76230
1,1,60444/s2.tif,60444
1,1,96731/s2.tif,96731
0,0,84427/s2.tif,84427
1,1,89255/s2.tif,89255
0,0,28190/s2.tif,28190
0,0,46479/s2.tif,46479
1,1,68784/s2.tif,68784
0,0,61971/s2.tif,61971
1,1,13214/s2.tif,13214
0,0,73875/s2.tif,73875
1,1,2258/s2.tif,2258
0,0,33831/s2.tif,33831
1,1,55877/s2.tif,55877
1,1,30513/s2.tif,30513
1,1,101383/s2.tif,101383
0,0,89021/s2.tif,89021
1,1,90218/s2.tif,90218
1,1,46454/s2.tif,46454
0,0,69558/s2.tif,69558
1,1,65667/s2.tif,65667
1,1,67966/s2.tif,67966
0,0,29181/s2.tif,29181
0,0,13869/s2.tif,13869
1,1,49866/s2.tif,49866
0,0,2592/s2.tif,2592
1,1,66100/s2.tif,66100
1,1,48559/s2.tif,48559
0,0,85703/s2.tif,85703
0,0,91728/s2.tif,91728
1,1,59680/s2.tif,59680
0,0,101944/s2.tif,101944
0,0,20085/s2.tif,20085
1,1,75675/s2.tif,75675
1,1,72146/s2.tif,72146
0,0,12010/s2.tif,12010
1,1,86334/s2.tif,86334
0,0,105791/s2.tif,105791
0,0,61640/s2.tif,61640
