label,image_path,id,plume_mask_path,emission_auto,emission_uncertainty_auto
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/34784/s2.tif,34784,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/34784/plume.tif,480.414532221229,146.12055108432585
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/68424/s2.tif,68424,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/68424/plume.tif,490.0,170.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/33243/s2.tif,33243,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/33243/plume.tif,586.8951553053932,255.92208081517333
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/2026/s2.tif,2026,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/2026/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40759/s2.tif,40759,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40759/plume.tif,372.3804274304712,107.5065390211781
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/46183/s2.tif,46183,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/46183/plume.tif,205.49991479346247,190.01048480665216
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/49006/s2.tif,49006,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/49006/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/73131/s2.tif,73131,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/73131/plume.tif,192.423217,106.88811
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/926/s2.tif,926,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/926/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/27096/s2.tif,27096,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/27096/plume.tif,342.46370518772846,106.77104900058636
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/4574/s2.tif,4574,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/4574/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/62874/s2.tif,62874,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/62874/plume.tif,,
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/36544/s2.tif,36544,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/36544/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/49181/s2.tif,49181,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/49181/plume.tif,83.0,20.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/19529/s2.tif,19529,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/19529/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/78851/s2.tif,78851,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/78851/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/31477/s2.tif,31477,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/31477/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/14429/s2.tif,14429,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/14429/plume.tif,100.40505250295004,33.09478250843498
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/8858/s2.tif,8858,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/8858/plume.tif,602.8298970063527,196.1045324755078
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/13215/s2.tif,13215,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/13215/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/9711/s2.tif,9711,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/9711/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/984/s2.tif,984,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/984/plume.tif,,
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/64927/s2.tif,64927,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/64927/plume.tif,,
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40837/s2.tif,40837,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40837/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/17930/s2.tif,17930,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/17930/plume.tif,455.86364820019975,165.4619262698275
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/50201/s2.tif,50201,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/50201/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/63242/s2.tif,63242,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/63242/plume.tif,105.91892730683816,20.316653146732207
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/4236/s2.tif,4236,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/4236/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/14703/s2.tif,14703,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/14703/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/39318/s2.tif,39318,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/39318/plume.tif,170.42119063933688,125.38121818498736
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/60076/s2.tif,60076,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/60076/plume.tif,212.9861895243328,81.68307882546424
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/52498/s2.tif,52498,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/52498/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/62795/s2.tif,62795,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/62795/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/44745/s2.tif,44745,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/44745/plume.tif,958.502473437188,248.97453026358343
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/20389/s2.tif,20389,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/20389/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40936/s2.tif,40936,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40936/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/49383/s2.tif,49383,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/49383/plume.tif,492.0884865463949,78.54708004974248
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/64541/s2.tif,64541,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/64541/plume.tif,1311.4119704564412,508.30026032792296
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/41087/s2.tif,41087,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/41087/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/64738/s2.tif,64738,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/64738/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/9239/s2.tif,9239,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/9239/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40256/s2.tif,40256,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/40256/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/62596/s2.tif,62596,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/62596/plume.tif,2633.098285745511,360.7002789297544
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/9257/s2.tif,9257,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/9257/plume.tif,0.0,0.0
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/63178/s2.tif,63178,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/63178/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/68546/s2.tif,68546,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/68546/plume.tif,,
0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/73143/s2.tif,73143,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/73143/plume.tif,0.0,0.0
1,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/24223/s2.tif,24223,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/train_tryout_3/carbonmapper_data_temporal_split_classification/24223/plume.tif,1229.9926435450714,300.61492335930507
