id,plume_id,datetime,sample_id,site_id,acquisition_time_utc,latitude,longitude,label,ground_truth_source,evidence_class,audit_note,source_claim_validity
s2_cr0_20211002_33p630634_m114p489143,S2_HIGH_NEG_003,2021-10-02T18:21:09Z,S2_HIGH_NEG_003,Ehrenberg_AZ_release_stack,2021-10-02 18:21:09+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211009_33p630634_m114p489143,S2_HIGH_NEG_004,2021-10-09T18:12:49Z,S2_HIGH_NEG_004,Ehrenberg_AZ_release_stack,2021-10-09 18:12:49+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211012_33p630634_m114p489143,S2_NEG_02_01,2021-10-12T18:23:09Z,S2_NEG_02_01,Ehrenberg_AZ_release_stack,2021-10-12 18:23:09+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211014_33p630634_m114p489143,S2_NEG_02_02,2021-10-14T18:13:31Z,S2_NEG_02_02,Ehrenberg_AZ_release_stack,2021-10-14 18:13:31+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211106_33p630634_m114p489143,S2_NEG_02_03,2021-11-06T18:25:51Z,S2_NEG_02_03,Ehrenberg_AZ_release_stack,2021-11-06 18:25:51+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211108_33p630634_m114p489143,S2_NEG_02_04,2021-11-08T18:15:49Z,S2_NEG_02_04,Ehrenberg_AZ_release_stack,2021-11-08 18:15:49+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211111_33p630634_m114p489143,S2_HIGH_NEG_013,2021-11-11T18:26:09Z,S2_HIGH_NEG_013,Ehrenberg_AZ_release_stack,2021-11-11 18:26:09+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211113_33p630634_m114p489143,S2_HIGH_NEG_014,2021-11-13T18:16:21Z,S2_HIGH_NEG_014,Ehrenberg_AZ_release_stack,2021-11-13 18:16:21+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211121_33p630634_m114p489143,S2_HIGH_NEG_009,2021-11-21T18:26:49Z,S2_HIGH_NEG_009,Ehrenberg_AZ_release_stack,2021-11-21 18:26:49+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211126_33p630634_m114p489143,S2_HIGH_NEG_010,2021-11-26T18:27:11Z,S2_HIGH_NEG_010,Ehrenberg_AZ_release_stack,2021-11-26 18:27:11+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211128_33p630634_m114p489143,S2_HIGH_NEG_005,2021-11-28T18:17:09Z,S2_HIGH_NEG_005,Ehrenberg_AZ_release_stack,2021-11-28 18:17:09+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211201_33p630634_m114p489143,S2_HIGH_NEG_006,2021-12-01T18:27:29Z,S2_HIGH_NEG_006,Ehrenberg_AZ_release_stack,2021-12-01 18:27:29+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20211203_33p630634_m114p489143,S2_HIGH_NEG_001,2021-12-03T18:17:31Z,S2_HIGH_NEG_001,Ehrenberg_AZ_release_stack,2021-12-03 18:17:31+00:00,33.6306336125302,-114.48914318513344,0,2023_Scientific_Reports,outside_controlled_release_campaign_assumption,Same release site but outside the published 2021-10-16 through 2021-11-03 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20220528_32p245735_m93p286085,MethaneAIR_site_043_negative_002,2022-05-28T16:48:51Z,MethaneAIR_site_043_negative_002,MethaneAIR_site_043,2022-05-28 16:48:51+00:00,32.24573507576484,-93.28608513597064,0,MethaneAIR,methaneair_catalog_absence_not_negative_label,L4point is a point-source detection catalog without non-detection/coverage labels; absence of a point is not negative ground truth.,not_directly_supported
s2_cr0_20220622_32p245735_m93p286085,MethaneAIR_site_043_negative_004,2022-06-22T16:48:49Z,MethaneAIR_site_043_negative_004,MethaneAIR_site_043,2022-06-22 16:48:49+00:00,32.24573507576484,-93.28608513597064,0,MethaneAIR,methaneair_catalog_absence_not_negative_label,L4point is a point-source detection catalog without non-detection/coverage labels; absence of a point is not negative ground truth.,not_directly_supported
s2_cr0_20220926_32p821842_m111p785754,S2_HIGH_NEG_020,2022-09-26T18:01:21Z,S2_HIGH_NEG_020,Casa_Grande_AZ_release_stacks,2022-09-26 18:01:21+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20221001_32p821842_m111p785754,S2_HIGH_NEG_027,2022-10-01T18:01:49Z,S2_HIGH_NEG_027,Casa_Grande_AZ_release_stacks,2022-10-01 18:01:49+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20221002_32p200692_m103p684387,MethaneAIR_site_038_negative_004,2022-10-02T17:31:29Z,MethaneAIR_site_038_negative_004,MethaneAIR_site_038,2022-10-02 17:31:29+00:00,32.200692403948175,-103.68438683381196,0,MethaneAIR,methaneair_catalog_absence_not_negative_label,L4point is a point-source detection catalog without non-detection/coverage labels; absence of a point is not negative ground truth.,not_directly_supported
s2_cr0_20221006_32p821842_m111p785754,S2_HIGH_NEG_023,2022-10-06T18:02:31Z,S2_HIGH_NEG_023,Casa_Grande_AZ_release_stacks,2022-10-06 18:02:31+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20221021_32p821842_m111p785754,S2_HIGH_NEG_019,2022-10-21T18:03:59Z,S2_HIGH_NEG_019,Casa_Grande_AZ_release_stacks,2022-10-21 18:03:59+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,within_campaign_no_matching_s2_metered_record,"Inside campaign, but no matching Sentinel-2 row in the official metered-release table for this acquisition.",not_directly_supported
s2_cr0_20221113_32p821842_m111p785754,S2_HIGH_NEG_024,2022-11-13T18:16:09Z,S2_HIGH_NEG_024,Casa_Grande_AZ_release_stacks,2022-11-13 18:16:09+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,within_campaign_no_matching_s2_metered_record,"Inside campaign, but no matching Sentinel-2 row in the official metered-release table for this acquisition.",not_directly_supported
s2_cr0_20221125_32p821842_m111p785754,S2_HIGH_NEG_017,2022-11-25T18:07:01Z,S2_HIGH_NEG_017,Casa_Grande_AZ_release_stacks,2022-11-25 18:07:01+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,exact_metered_zero_s2,Official 2022 release table has a Sentinel-2 zero-release observation on this date (local overpass/release timestamp 18:15:05.615 UTC).,directly_supported
s2_cr0_20221208_32p821842_m111p785754,S2_HIGH_NEG_025,2022-12-08T18:17:41Z,S2_HIGH_NEG_025,Casa_Grande_AZ_release_stacks,2022-12-08 18:17:41+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20221210_32p821842_m111p785754,S2_HIGH_NEG_026,2022-12-10T18:07:39Z,S2_HIGH_NEG_026,Casa_Grande_AZ_release_stacks,2022-12-10 18:07:39+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20221215_32p821842_m111p785754,S2_HIGH_NEG_022,2022-12-15T18:07:51Z,S2_HIGH_NEG_022,Casa_Grande_AZ_release_stacks,2022-12-15 18:07:51+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20221223_32p821842_m111p785754,S2_HIGH_NEG_018,2022-12-23T18:17:49Z,S2_HIGH_NEG_018,Casa_Grande_AZ_release_stacks,2022-12-23 18:17:49+00:00,32.82184212617719,-111.78575412267914,0,2024_AMT,outside_controlled_release_campaign_assumption,Same controlled-release site but outside the published 2022-10-10 through 2022-11-30 campaign; no per-scene methane ground truth.,not_directly_supported
s2_cr0_20240606_32p245735_m93p286085,MethaneAIR_site_043_negative_003,2024-06-06T17:01:01Z,MethaneAIR_site_043_negative_003,MethaneAIR_site_043,2024-06-06 17:01:01+00:00,32.24573507576484,-93.28608513597064,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20240828_39p487903_m80p546829,MethaneAIR_site_073_negative_008,2024-08-28T16:08:29Z,MethaneAIR_site_073_negative_008,MethaneAIR_site_073,2024-08-28 16:08:29+00:00,39.48790317419618,-80.54682932001603,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20240902_39p487903_m80p546829,MethaneAIR_site_073_negative_002,2024-09-02T16:09:01Z,MethaneAIR_site_073_negative_002,MethaneAIR_site_073,2024-09-02 16:09:01+00:00,39.48790317419618,-80.54682932001603,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20241001_32p200692_m103p684387,MethaneAIR_site_038_negative_003,2024-10-01T17:30:39Z,MethaneAIR_site_038_negative_003,MethaneAIR_site_038,2024-10-01 17:30:39+00:00,32.200692403948175,-103.68438683381196,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20241006_32p200692_m103p684387,MethaneAIR_site_038_negative_008,2024-10-06T17:32:11Z,MethaneAIR_site_038_negative_008,MethaneAIR_site_038,2024-10-06 17:32:11+00:00,32.200692403948175,-103.68438683381196,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20250718_32p200692_m103p684387,MethaneAIR_site_038_negative_005,2025-07-18T17:28:59Z,MethaneAIR_site_038_negative_005,MethaneAIR_site_038,2025-07-18 17:28:59+00:00,32.200692403948175,-103.68438683381196,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20250803_39p487903_m80p546829,MethaneAIR_site_073_negative_004,2025-08-03T16:08:29Z,MethaneAIR_site_073_negative_004,MethaneAIR_site_073,2025-08-03 16:08:29+00:00,39.48790317419618,-80.54682932001603,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20251001_32p200692_m103p684387,MethaneAIR_site_038_negative_007,2025-10-01T17:31:41Z,MethaneAIR_site_038_negative_007,MethaneAIR_site_038,2025-10-01 17:31:41+00:00,32.200692403948175,-103.68438683381196,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
s2_cr0_20251003_32p200692_m103p684387,MethaneAIR_site_038_negative_001,2025-10-03T17:37:31Z,MethaneAIR_site_038_negative_001,MethaneAIR_site_038,2025-10-03 17:37:31+00:00,32.200692403948175,-103.68438683381196,0,MethaneAIR,outside_methaneair_l4point_availability,Date lies outside MethaneAIR L4point product availability; it cannot be a product-confirmed non-detection.,not_directly_supported
