id,label,plume_id,path,path_plume,source_x,source_y,latitude,longitude,event_time,t0_image_time,prev1_image_time,prev2_image_time,prev3_image_time,seasonal_image_time,year_image_time,path_t0,path_prev1,path_prev2,path_prev3,path_seasonal,path_year,event_group_id,_local_six_role_complete
335628,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335628,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335628/plume.tif,243,249,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335628/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335628/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335628/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335628/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335628/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335628/l89_year.tif,GAO20191022t151126p0000,False
335632,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335632,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335632/plume.tif,244,243,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335632/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335632/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335632/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335632/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335632/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335632/l89_year.tif,GAO20191022t151126p0000,False
335633,0,GAO20191022t151126p0000-F,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335633,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335633/plume.tif,96,201,32.026716,-104.11718,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335633/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335633/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335633/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335633/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335633/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335633/l89_year.tif,GAO20191022t151126p0000,False
335634,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335634,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335634/plume.tif,247,251,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335634/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335634/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335634/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335634/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335634/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335634/l89_year.tif,GAO20191022t151126p0000,False
335643,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335643,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335643/plume.tif,247,245,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335643/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335643/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335643/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335643/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335643/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335643/l89_year.tif,GAO20191022t151126p0000,True
335645,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335645,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335645/plume.tif,247,253,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335645/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335645/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335645/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335645/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335645/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335645/l89_year.tif,GAO20191022t151126p0000,True
335650,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335650,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335650/plume.tif,244,247,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335650/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335650/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335650/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335650/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335650/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335650/l89_year.tif,GAO20191022t151126p0000,False
335664,0,GAO20191022t151126p0000-F,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335664,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335664/plume.tif,72,367,32.026716,-104.11718,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335664/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335664/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335664/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335664/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335664/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335664/l89_year.tif,GAO20191022t151126p0000,False
335665,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335665,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335665/plume.tif,251,249,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335665/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335665/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335665/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335665/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335665/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335665/l89_year.tif,GAO20191022t151126p0000,True
335666,0,GAO20191022t151126p0000-F,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335666,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335666/plume.tif,176,36,32.026716,-104.11718,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335666/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335666/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335666/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335666/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335666/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335666/l89_year.tif,GAO20191022t151126p0000,False
335667,1,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335667,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335667/plume.tif,251,245,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335667/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335667/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335667/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335667/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335667/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335667/l89_year.tif,GAO20191022t151126p0000,False
335786,0,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335786,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335786/plume.tif,293,332,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335786/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335786/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335786/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335786/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335786/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335786/l89_year.tif,GAO20191022t151126p0000,False
335793,0,GAO20191022t151126p0000-H,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335793,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335793/plume.tif,96,130,32.048253,-104.06084,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335793/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335793/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335793/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335793/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335793/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335793/l89_year.tif,GAO20191022t151126p0000,False
335794,0,GAO20191022t151126p0000-G,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335794,/mnt/engg-niulab/Yuyao/preprocessed_512/L89/l89_6time_temporal_16_resized_to_224/00335794/plume.tif,485,305,32.020843,-104.30284,2019-10-22T15:11:26Z,2019-10-22T17:33:54Z,2019-10-06T17:33:52Z,2019-09-29T17:27:40Z,2019-09-20T17:33:48Z,2019-07-27T17:27:20Z,2018-10-28T17:27:13Z,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335794/l89_0.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335794/l89_prev1.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335794/l89_prev2.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335794/l89_prev3.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_3time/00335794/l89_seasonal.tif,/diniuvol/yuyao/methanefuse_research_20260727/cache/l89_6time_extra/00335794/l89_year.tif,GAO20191022t151126p0000,False
