source_dataset,source_row_number,sample_id,time_utc,latitude,longitude,site,label,flight_id,segment,metered_release_rate_kg_hr,ground_truth_source,mapping_status
40_five_site_time_coordinates_all_75_rows.csv,16,S2_HIGH_NEG_013,2021-11-11T18:26:09Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,17,S2_HIGH_NEG_014,2021-11-13T18:16:21Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,18,S2_HIGH_NEG_009,2021-11-21T18:26:49Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,19,S2_HIGH_NEG_010,2021-11-26T18:27:11Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,20,S2_HIGH_NEG_005,2021-11-28T18:17:09Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,21,S2_HIGH_NEG_006,2021-12-01T18:27:29Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,22,S2_HIGH_NEG_001,2021-12-03T18:17:31Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,23,S2_HIGH_NEG_002,2021-12-06T18:27:41Z,33.6306336125302,-114.48914318513344,Ehrenberg_AZ_release_stack,0,,,,2023_Scientific_Reports,
40_five_site_time_coordinates_all_75_rows.csv,62,MethaneAIR_site_043_negative_002,2022-05-28T16:48:51Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,64,MethaneAIR_site_043_negative_004,2022-06-22T16:48:49Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,24,S2_HIGH_NEG_020,2022-09-26T18:01:21Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,25,S2_HIGH_NEG_027,2022-10-01T18:01:49Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,56,MethaneAIR_site_038_negative_004,2022-10-02T17:31:29Z,32.200692403948175,-103.68438683381196,MethaneAIR_site_038,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,26,S2_HIGH_NEG_028,2022-10-04T18:12:09Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,27,S2_HIGH_NEG_023,2022-10-06T18:02:31Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,28,S2_HIGH_NEG_019,2022-10-21T18:03:59Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,30,S2_HIGH_NEG_024,2022-11-13T18:16:09Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,33,S2_HIGH_NEG_017,2022-11-25T18:07:01Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,34,S2_HIGH_NEG_025,2022-12-08T18:17:41Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,35,S2_HIGH_NEG_026,2022-12-10T18:07:39Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,36,S2_HIGH_NEG_021,2022-12-13T18:17:49Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,37,S2_HIGH_NEG_022,2022-12-15T18:07:51Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,38,S2_HIGH_NEG_018,2022-12-23T18:17:49Z,32.82184212617719,-111.78575412267914,Casa_Grande_AZ_release_stacks,0,,,,2024_AMT,
40_five_site_time_coordinates_all_75_rows.csv,63,MethaneAIR_site_043_negative_003,2024-06-06T17:01:01Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,65,MethaneAIR_site_043_negative_005,2024-06-21T16:48:39Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,76,MethaneAIR_site_073_negative_008,2024-08-28T16:08:29Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,70,MethaneAIR_site_073_negative_002,2024-09-02T16:09:01Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,74,MethaneAIR_site_073_negative_006,2024-09-07T16:08:29Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,55,MethaneAIR_site_038_negative_003,2024-10-01T17:30:39Z,32.200692403948175,-103.68438683381196,MethaneAIR_site_038,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,60,MethaneAIR_site_038_negative_008,2024-10-06T17:32:11Z,32.200692403948175,-103.68438683381196,MethaneAIR_site_038,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,67,MethaneAIR_site_043_negative_007,2025-05-27T16:48:39Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,68,MethaneAIR_site_043_negative_008,2025-06-21T16:49:01Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,61,MethaneAIR_site_043_negative_001,2025-07-01T16:49:21Z,32.24573507576484,-93.28608513597064,MethaneAIR_site_043,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,57,MethaneAIR_site_038_negative_005,2025-07-18T17:28:59Z,32.200692403948175,-103.68438683381196,MethaneAIR_site_038,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,72,MethaneAIR_site_073_negative_004,2025-08-03T16:08:29Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,75,MethaneAIR_site_073_negative_007,2025-08-30T16:17:01Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,71,MethaneAIR_site_073_negative_003,2025-09-02T16:08:29Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,73,MethaneAIR_site_073_negative_005,2025-09-07T16:09:21Z,39.48790317419618,-80.54682932001603,MethaneAIR_site_073,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,59,MethaneAIR_site_038_negative_007,2025-10-01T17:31:41Z,32.200692403948175,-103.68438683381196,MethaneAIR_site_038,0,,,,MethaneAIR,
40_five_site_time_coordinates_all_75_rows.csv,53,MethaneAIR_site_038_negative_001,2025-10-03T17:37:31Z,32.200692403948175,-103.68438683381196,MethaneAIR_site_038,0,,,,MethaneAIR,
