plume_id,event_group_id,status,reason,physical_t0,gee_only_t0,physical_prev1,gee_only_prev1,physical_prev2,gee_only_prev2,physical_prev3,gee_only_prev3,physical_seasonal,gee_only_seasonal,physical_year,gee_only_year,physical_raw_cm_mask
tan20250201t173348c00s4001-F,tan20250201t173348c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t082443c00s4001-A,tan20250203t082443c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t113104c00s4001-A,tan20250203t113104c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t113104c00s4001-B,tan20250203t113104c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t113104c00s4001-C,tan20250203t113104c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t191818c00s4001-A,tan20250203t191818c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t191818c00s4001-B,tan20250203t191818c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t191818c00s4001-C,tan20250203t191818c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250203t191818c00s4001-D,tan20250203t191818c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t102601c00s4001-A,tan20250207t102601c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t102601c00s4001-B,tan20250207t102601c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-A,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-B,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-C,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-D,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-E,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-F,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-G,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-H,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-I,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-J,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-K,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250207t181204c00s4001-L,tan20250207t181204c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250208t081427c00s4001-A,tan20250208t081427c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-A,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-B,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-C,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-D,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-G,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-H,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-I,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-J,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250209t060109c00s4001-K,tan20250209t060109c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250210t095817c00s4001-A,tan20250210t095817c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250210t095817c00s4001-B,tan20250210t095817c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250210t095817c00s4001-C,tan20250210t095817c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250211t105024c00s4001-D,tan20250211t105024c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250211t105024c00s4001-E,tan20250211t105024c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250211t105024c00s4001-F,tan20250211t105024c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250212t053525c00s4001-A,tan20250212t053525c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250212t053525c00s4001-B,tan20250212t053525c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250214t070723c00s4001-A,tan20250214t070723c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250215t081551c00s4001-A,tan20250215t081551c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250215t081551c00s4001-B,tan20250215t081551c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250215t081551c00s4001-C,tan20250215t081551c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250216t060003c00s4001-A,tan20250216t060003c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250216t060003c00s4001-B,tan20250216t060003c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250216t060003c00s4001-D,tan20250216t060003c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250216t090419c00s4001-B,tan20250216t090419c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250219t065620c00s4001-A,tan20250219t065620c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250220t031300c00s4001-A,tan20250220t031300c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250220t045141c00s4001-A,tan20250220t045141c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250220t045141c00s4001-B,tan20250220t045141c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250220t045331c00s4001-A,tan20250220t045331c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250221t023341c00s4001-A,tan20250221t023341c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250221t023341c00s4001-B,tan20250221t023341c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250221t023341c00s4001-C,tan20250221t023341c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250221t023341c00s4001-D,tan20250221t023341c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250221t023341c00s4001-E,tan20250221t023341c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250222t015145c00s4001-A,tan20250222t015145c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250222t190418c00s4001-A,tan20250222t190418c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250222t190418c00s4001-B,tan20250222t190418c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250223t182330c00s4001-A,tan20250223t182330c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250223t182330c00s4001-B,tan20250223t182330c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250223t182611c00s4001-B,tan20250223t182611c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250223t182611c00s4001-C,tan20250223t182611c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250223t182611c00s4001-D,tan20250223t182611c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250224t051633c00s4001-A,tan20250224t051633c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250224t145514c00s4001-A,tan20250224t145514c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t091255c00s4001-D,tan20250225t091255c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-A,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-B,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-C,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-D,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-E,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-F,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-G,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-H,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-I,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-K,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-M,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250225t105102c00s4001-N,tan20250225t105102c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250226t151118c00s4001-A,tan20250226t151118c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250227t171554c00s4001-A,tan20250227t171554c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250227t171554c00s4001-B,tan20250227t171554c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250227t171554c00s4001-C,tan20250227t171554c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250228t041236c00s4001-A,tan20250228t041236c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250228t134534c00s4001-A,tan20250228t134534c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250228t134534c00s4001-B,tan20250228t134534c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250228t134534c00s4001-C,tan20250228t134534c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250228t163714c00s4001-A,tan20250228t163714c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250302t103925c00s4001-A,tan20250302t103925c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250307t041040c00s4001-A,tan20250307t041040c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250307t085322c00s4001-A,tan20250307t085322c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250307t085322c00s4001-B,tan20250307t085322c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250308t032907c00s4001-A,tan20250308t032907c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250308t160249c00s4001-A,tan20250308t160249c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250310t174950c00s4001-A,tan20250310t174950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250311t043117c00s4001-A,tan20250311t043117c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250311t061535c00s4001-A,tan20250311t061535c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250311t061535c00s4001-B,tan20250311t061535c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250311t170657c00s4001-A,tan20250311t170657c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250311t170657c00s4001-G,tan20250311t170657c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250312t162417c00s4001-A,tan20250312t162417c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250312t162716c00s4001-A,tan20250312t162716c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250312t162716c00s4001-B,tan20250312t162716c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250312t162716c00s4001-C,tan20250312t162716c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250314t055110c00s4001-A,tan20250314t055110c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250314t055110c00s4001-B,tan20250314t055110c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250314t071736c00s4001-A,tan20250314t071736c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250314t071736c00s4001-C,tan20250314t071736c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250314t071736c00s4001-E,tan20250314t071736c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250314t071736c00s4001-G,tan20250314t071736c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250316t140245c00s4001-A,tan20250316t140245c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250320t142846c00s4001-A,tan20250320t142846c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250320t142846c00s4001-B,tan20250320t142846c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250326t084108c00s4001-A,tan20250326t084108c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-A,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-B,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-C,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-D,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-E,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-F,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-G,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t054218c00s4001-I,tan20250328t054218c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t103503c00s4001-A,tan20250328t103503c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250328t115934c00s4001-A,tan20250328t115934c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-A,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-B,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-BZ,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CA,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CB,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CC,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CD,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CE,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CF,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-CG,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-D,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-E,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-F,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-G,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-H,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-I,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-J,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-K,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-L,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-M,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-N,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-O,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-P,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-Q,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-R,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-S,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-T,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-U,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-V,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-W,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-X,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250405t033428c00s4001-Y,tan20250405t033428c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t174740c00s4001-A,tan20250407t174740c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t174740c00s4001-D,tan20250407t174740c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-A,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-B,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-C,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-D,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-E,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-G,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-H,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-L,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-M,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-N,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250407t175015c00s4001-O,tan20250407t175015c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250408t030935c00s4001-A,tan20250408t030935c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250410t172635c00s4001-A,tan20250410t172635c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250411t055438c00s4001-A,tan20250411t055438c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250411t055438c00s4001-B,tan20250411t055438c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250411t055438c00s4001-C,tan20250411t055438c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250411t055438c00s4001-D,tan20250411t055438c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250411t152521c00s4001-A,tan20250411t152521c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250411t152821c00s4001-C,tan20250411t152821c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250415t061917c00s4001-A,tan20250415t061917c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250415t061917c00s4001-B,tan20250415t061917c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250415t061917c00s4001-E,tan20250415t061917c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250415t061917c00s4001-F,tan20250415t061917c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250415t061917c00s4001-G,tan20250415t061917c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250415t061917c00s4001-H,tan20250415t061917c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250416t024708c00s4001-A,tan20250416t024708c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250417t003151c00s4001-A,tan20250417t003151c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250420t091214c00s4001-A,tan20250420t091214c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250420t091214c00s4001-B,tan20250420t091214c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-A,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-B,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-C,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-D,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-E,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-F,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-H,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t061950c00s4001-I,tan20250422t061950c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250422t062115c00s4001-A,tan20250422t062115c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250423t054256c00s4001-A,tan20250423t054256c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250423t054256c00s4001-B,tan20250423t054256c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250423t071501c00s4001-B,tan20250423t071501c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250423t162827c00s4001-B,tan20250423t162827c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250424t062638c00s4001-A,tan20250424t062638c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250424t062638c00s4001-B,tan20250424t062638c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250424t062638c00s4001-C,tan20250424t062638c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250426t064643c00s4001-A,tan20250426t064643c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250426t082658c00s4001-A,tan20250426t082658c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250426t082658c00s4001-B,tan20250426t082658c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250427t060533c00s4001-A,tan20250427t060533c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250427t104600c00s4001-A,tan20250427t104600c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250427t104600c00s4001-B,tan20250427t104600c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250427t104600c00s4001-C,tan20250427t104600c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250427t104600c00s4001-H,tan20250427t104600c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250427t183121c00s4001-A,tan20250427t183121c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250428t161624c00s4001-A,tan20250428t161624c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250428t161624c00s4001-B,tan20250428t161624c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250428t161624c00s4001-E,tan20250428t161624c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250428t161624c00s4001-F,tan20250428t161624c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250429t074752c00s4001-A,tan20250429t074752c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t151737c00s4001-A,tan20250430t151737c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t151737c00s4001-B,tan20250430t151737c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t151920c00s4001-A,tan20250430t151920c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-A,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-B,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-C,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-D,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-E,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-F,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-G,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
tan20250430t180543c00s4001-H,tan20250430t180543c00s4001,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
