plume_id,event_group_id,event_time,datetime,plume_latitude,plume_longitude,plume_bounds,cohort,t0_image_time,prev1_image_time,prev2_image_time,prev3_image_time,seasonal_image_time,year_image_time,legacy_mask_path,raw_cm_mask_path,legacy_t0_512_path,cdse_t0_512_path,has_cdse_t0,gee_t0_raw_path,has_gee_t0,s2_0_std_512,legacy_prev1_512_path,cdse_prev1_512_path,has_cdse_prev1,gee_prev1_raw_path,has_gee_prev1,s2_-7_std_512,legacy_prev2_512_path,cdse_prev2_512_path,has_cdse_prev2,gee_prev2_raw_path,has_gee_prev2,s2_prev2_std_512,legacy_prev3_512_path,cdse_prev3_512_path,has_cdse_prev3,gee_prev3_raw_path,has_gee_prev3,s2_prev3_std_512,legacy_seasonal_512_path,cdse_seasonal_512_path,has_cdse_seasonal,gee_seasonal_raw_path,has_gee_seasonal,s2_-90_std_512,legacy_year_512_path,cdse_year_512_path,has_cdse_year,gee_year_raw_path,has_gee_year,s2_-360_std_512,has_required_legacy3,has_required_gee,has_required_cdse6,has_raw_cm_mask,has_legacy_mask,has_usable_mask,has_required_images,ready_for_512,original_plume_latitude,original_plume_longitude
GAO20240514t185646p0000-D,GAO20240514t185646p0000,2024-05-14T18:56:46+00:00,2024-05-14T18:56:46+00:00,32.228842807445815,-103.74338606932162,"[-103.74700300848309, 32.2257831488826, -103.73976913016013, 32.231902466009025]",legacy_existing3_plus_gee_prev123,2024-05-14T18:56:46+00:00,,,,2024-02-14T18:56:46+00:00,2023-05-20T18:56:46+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t185646p0000-D/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t185646p0000-D/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-D/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t185646p0000-D/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-D/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t185646p0000-D/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-D/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t185646p0000-D/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-D/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t185646p0000-D/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-D/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-D/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t185646p0000-D/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-D/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-D/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t185646p0000-D/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-D/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.227025520408645,-103.74478208019563
GAO20240514t185646p0000-E,GAO20240514t185646p0000,2024-05-14T18:56:46+00:00,2024-05-14T18:56:46+00:00,32.05313335742268,-103.74986698887537,"[-103.75289299589848, 32.05056864607826, -103.74684098185224, 32.05569806876711]",legacy_existing3_plus_gee_prev123,2024-05-14T18:56:46+00:00,,,,2024-02-14T18:56:46+00:00,2023-05-20T18:56:46+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t185646p0000-E/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t185646p0000-E/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-E/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t185646p0000-E/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-E/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t185646p0000-E/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-E/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t185646p0000-E/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-E/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t185646p0000-E/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-E/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-E/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t185646p0000-E/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-E/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-E/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t185646p0000-E/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-E/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.05278204318506,-103.75011057432695
GAO20240514t185646p0000-J,GAO20240514t185646p0000,2024-05-14T18:56:46+00:00,2024-05-14T18:56:46+00:00,32.00320985734597,-103.73233705595318,"[-103.73536141703947, 32.000645143475545, -103.72931269486689, 32.0057745712164]",legacy_existing3_plus_gee_prev123,2024-05-14T18:56:46+00:00,,,,2024-02-14T18:56:46+00:00,2023-05-20T18:56:46+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t185646p0000-J/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t185646p0000-J/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-J/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t185646p0000-J/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-J/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t185646p0000-J/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-J/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t185646p0000-J/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-J/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t185646p0000-J/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-J/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-J/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t185646p0000-J/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-J/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-J/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t185646p0000-J/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-J/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.00317215519773,-103.73198569522198
GAO20240514t185646p0000-M,GAO20240514t185646p0000,2024-05-14T18:56:46+00:00,2024-05-14T18:56:46+00:00,31.99929280718537,-103.74440529642393,"[-103.74742946528895, 31.996750643779322, -103.74138112755894, 32.00183497059142]",legacy_existing3_plus_gee_prev123,2024-05-14T18:56:46+00:00,,,,2024-02-14T18:56:46+00:00,2023-05-20T18:56:46+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t185646p0000-M/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t185646p0000-M/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-M/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t185646p0000-M/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-M/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t185646p0000-M/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-M/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t185646p0000-M/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-M/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t185646p0000-M/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-M/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-M/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t185646p0000-M/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-M/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t185646p0000-M/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t185646p0000-M/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t185646p0000-M/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,31.99928885519904,-103.74440076678582
GAO20240514t190451p0000-A,GAO20240514t190451p0000,2024-05-14T19:04:51+00:00,2024-05-14T19:04:51+00:00,32.05186794357985,-103.75650371450503,"[-103.75952961199302, 32.049325786571245, -103.75347781701704, 32.05441010058846]",legacy_existing3_plus_gee_prev123,2024-05-14T19:04:51+00:00,,,,2024-02-14T19:04:51+00:00,2023-05-20T19:04:51+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t190451p0000-A/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t190451p0000-A/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-A/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t190451p0000-A/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-A/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t190451p0000-A/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-A/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t190451p0000-A/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-A/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t190451p0000-A/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-A/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-A/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t190451p0000-A/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-A/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-A/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t190451p0000-A/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-A/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.05058391974758,-103.7559050150072
GAO20240514t190451p0000-F,GAO20240514t190451p0000,2024-05-14T19:04:51+00:00,2024-05-14T19:04:51+00:00,32.23009246338164,-103.76092777808186,"[-103.76395961606163, 32.22752779168805, -103.7578959401021, 32.23265713507522]",legacy_existing3_plus_gee_prev123,2024-05-14T19:04:51+00:00,,,,2024-02-14T19:04:51+00:00,2023-05-20T19:04:51+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t190451p0000-F/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t190451p0000-F/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-F/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t190451p0000-F/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-F/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t190451p0000-F/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-F/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t190451p0000-F/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-F/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t190451p0000-F/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-F/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-F/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t190451p0000-F/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-F/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-F/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t190451p0000-F/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-F/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.229841381133056,-103.76082589678064
GAO20240514t190451p0000-K,GAO20240514t190451p0000,2024-05-14T19:04:51+00:00,2024-05-14T19:04:51+00:00,32.053155909544756,-103.74986644136887,"[-103.75289237644218, 32.05061375674159, -103.74684050629556, 32.05569806234792]",legacy_existing3_plus_gee_prev123,2024-05-14T19:04:51+00:00,,,,2024-02-14T19:04:51+00:00,2023-05-20T19:04:51+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t190451p0000-K/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t190451p0000-K/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-K/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t190451p0000-K/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-K/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t190451p0000-K/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-K/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t190451p0000-K/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-K/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t190451p0000-K/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-K/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-K/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t190451p0000-K/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-K/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-K/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t190451p0000-K/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-K/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.05332016028157,-103.74946762279916
GAO20240514t190451p0000-N,GAO20240514t190451p0000,2024-05-14T19:04:51+00:00,2024-05-14T19:04:51+00:00,32.121664957584,-103.75179547345158,"[-103.75482373094297, 32.1191002629473, -103.74876721596019, 32.124229652220706]",legacy_existing3_plus_gee_prev123,2024-05-14T19:04:51+00:00,,,,2024-02-14T19:04:51+00:00,2023-05-20T19:04:51+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t190451p0000-N/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t190451p0000-N/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-N/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t190451p0000-N/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-N/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t190451p0000-N/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-N/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t190451p0000-N/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-N/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t190451p0000-N/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-N/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-N/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t190451p0000-N/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-N/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-N/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t190451p0000-N/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-N/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.121739985160744,-103.75120328169676
GAO20240514t190451p0000-S,GAO20240514t190451p0000,2024-05-14T19:04:51+00:00,2024-05-14T19:04:51+00:00,32.29637574744055,-103.76377038743328,"[-103.76677787933893, 32.293811030150685, -103.76076289552765, 32.29894046473042]",legacy_existing3_plus_gee_prev123,2024-05-14T19:04:51+00:00,,,,2024-02-14T19:04:51+00:00,2023-05-20T19:04:51+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t190451p0000-S/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t190451p0000-S/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-S/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t190451p0000-S/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-S/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t190451p0000-S/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-S/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t190451p0000-S/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-S/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t190451p0000-S/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-S/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-S/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t190451p0000-S/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-S/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-S/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t190451p0000-S/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-S/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.296174399864384,-103.76404919076256
GAO20240514t190451p0000-T,GAO20240514t190451p0000,2024-05-14T19:04:51+00:00,2024-05-14T19:04:51+00:00,32.31222802111466,-103.75904061075751,"[-103.76204854889106, 32.30968586890175, -103.75603267262396, 32.31477017332758]",legacy_existing3_plus_gee_prev123,2024-05-14T19:04:51+00:00,,,,2024-02-14T19:04:51+00:00,2023-05-20T19:04:51+00:00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_90360/GAO20240514t190451p0000-T/resized_512x512.tif,/mnt/engg-niulab/yuyao/sensors_raw_data/CM/GAO20240514t190451p0000-T/plume.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-T/s2_0_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/t0/GAO20240514t190451p0000-T/s2_0.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-T/s2_0_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev1/GAO20240514t190451p0000-T/s2_prev1.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-T/s2_-7_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev2/GAO20240514t190451p0000-T/s2_prev2.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-T/s2_prev2_std_512.tif,,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/prev3/GAO20240514t190451p0000-T/s2_prev3.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-T/s2_prev3_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-T/s2_-90_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/seasonal/GAO20240514t190451p0000-T/s2_seasonal.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-T/s2_-90_std_512.tif,/mnt/engg-niulab/yuyao/preprocessed_512/S2/GAO20240514t190451p0000-T/s2_-360_std_512.tif,,0,/mnt/engg-niulab/yuyao/sensors_raw_data/S2_GEE_6time/year/GAO20240514t190451p0000-T/s2_year.tif,0,/mnt/engg-niulab/yuyao/preprocessed_512/S2_6time_legacy_exact/GAO20240514t190451p0000-T/s2_-360_std_512.tif,1,0,1,1,1,1,0,0,32.31232846349745,-103.75823916998743
